fold_id,model,timeframe,n_states,train_start,train_end,test_start,test_end,test_year,n_train,n_test,n_transitions,n_segments,transitions_per_1k_bars,transitions_per_day,transitions_per_hour,median_duration_minutes,mean_duration_minutes,min_duration_minutes,max_duration_minutes,pct_gt30m,pct_gt1h,pct_gt2h,pct_gt4h,pct_gt8h,pct_1bar,n_distinct_states_observed,n_distinct_labels_observed,n_distinct_labels_trained,max_state_occupancy_pct,state_occupancy,regime_labels_trained,train_ll,train_ll_per_obs,test_ll,test_ll_per_obs,best_seed,restart_spread,restart_spread_normalized,n_restarts_converged,n_restarts_failed,mean_stay_prob,median_stay_prob,trend_score_range,vol_score_range,fit_time_s,decode_time_s,failure_flags,status
10,5m_hmm4,5m,4,2017-09-01 00:00:00+00:00,2018-12-31 20:00:00+00:00,2019-01-01 00:00:00+00:00,2019-02-01 00:00:00+00:00,2019,131840,8928,354,355,39.6505376344086,11.42063403158956,0.4758597513162316,45.0,125.74647887323944,5.0,1135.0,54.08450704225351,36.056338028169016,25.070422535211268,15.211267605633802,7.042253521126761,6.197183098591549,4,4,4,84.17338709677419,"{0: 1.80331541218638, 1: 7.15725806451613, 2: 84.17338709677419, 3: 6.866039426523297}","{0: 'Ranging / High-Vol', 1: 'Uptrend / Mid-Vol', 2: 'Ranging / Low-Vol', 3: 'Downtrend / Mid-Vol'}",-2323867.0905725523,-17.626419072910743,-91864.24112206038,-10.289453530696727,43,0.005644017830491066,2.4287179991436162e-09,5,0,0.904690101630849,0.9063869526692078,0.7121779286487966,2.220110988138149,63.31901144981384,0.026688575744628906,[],ok
11,5m_hmm4,5m,4,2017-09-01 00:00:00+00:00,2019-01-31 20:00:00+00:00,2019-02-01 00:00:00+00:00,2019-03-01 00:00:00+00:00,2019,140768,8064,284,285,35.21825396825397,10.144115093637604,0.4226714622349001,60.0,141.47368421052633,5.0,2050.0,64.56140350877193,47.719298245614034,26.31578947368421,16.140350877192983,7.017543859649122,1.4035087719298245,4,3,3,73.98313492063492,"{0: 3.4722222222222223, 1: 73.98313492063492, 2: 1.4260912698412698, 3: 21.11855158730159}","{0: 'Ranging / Mid-Vol', 1: 'Ranging / Low-Vol', 2: 'Ranging / High-Vol', 3: 'Ranging / Low-Vol'}",-2437388.882805168,-17.314935800786884,-63639.56189914167,-7.891810751381656,45,12296.717563006096,0.005045037191132962,5,0,0.9378925155543397,0.9346374563388683,0.2044934180439633,2.4664058816991146,64.5794472694397,0.03147172927856445,"['no_uptrend_state', 'no_downtrend_state']",ok
12,5m_hmm4,5m,4,2017-09-01 00:00:00+00:00,2019-02-28 20:00:00+00:00,2019-03-01 00:00:00+00:00,2019-04-01 00:00:00+00:00,2019,148832,8809,184,186,20.887728459530027,5.936148762182144,0.2473395317575893,60.0,236.80107526881721,5.0,3180.0,62.903225806451616,41.39784946236559,30.107526881720432,23.655913978494624,13.440860215053762,2.1505376344086025,4,4,4,90.69133840390509,"{0: 4.415938244976728, 1: 90.69133840390509, 2: 4.631626745374049, 3: 0.26109660574412535}","{0: 'Uptrend / Mid-Vol', 1: 'Ranging / Low-Vol', 2: 'Downtrend / Mid-Vol', 3: 'Ranging / High-Vol'}",-2556427.492971687,-17.1765983993475,-65855.69456356418,-7.475955791073241,44,0.04607662232592702,1.8023833045374516e-08,5,0,0.9047956126672339,0.9046567424075052,0.6800816189762257,2.2024229235960138,93.48039078712463,0.015374422073364258,[],ok
13,5m_hmm4,5m,4,2017-09-01 00:00:00+00:00,2019-03-31 20:00:00+00:00,2019-04-01 00:00:00+00:00,2019-05-01 00:00:00+00:00,2019,157641,8640,477,478,55.20833333333333,15.901840490797545,0.6625766871165644,60.0,90.3765690376569,5.0,785.0,60.46025104602511,45.60669456066946,23.430962343096233,8.368200836820083,1.2552301255230125,2.301255230125523,4,3,3,44.4212962962963,"{0: 40.81018518518518, 1: 44.4212962962963, 2: 11.805555555555555, 3: 2.9629629629629632}","{0: 'Ranging / Low-Vol', 1: 'Ranging / Low-Vol', 2: 'Ranging / Mid-Vol', 3: 'Ranging / High-Vol'}",-2637112.428832713,-16.728594901280207,-102407.48290950737,-11.85271792934113,43,28598.06073799357,0.010844460185056337,5,0,0.9398722328783058,0.9369255719930754,0.2193958428240365,2.4621509204591456,80.28494572639465,0.0226285457611084,"['no_uptrend_state', 'no_downtrend_state']",ok
14,5m_hmm4,5m,4,2017-09-01 00:00:00+00:00,2019-04-30 20:00:00+00:00,2019-05-01 00:00:00+00:00,2019-06-01 00:00:00+00:00,2019,166281,8761,503,505,57.413537267435224,16.22762406183488,0.6761510025764534,50.0,86.74257425742574,5.0,705.0,60.0,42.57425742574257,21.584158415841586,9.306930693069306,0.7920792079207921,2.7722772277227725,4,3,3,48.05387512841,"{0: 48.05387512841, 1: 10.58098390594681, 2: 33.69478370049081, 3: 7.67035726515238}","{0: 'Ranging / Low-Vol', 1: 'Ranging / Low-Vol', 2: 'Ranging / Mid-Vol', 3: 'Ranging / High-Vol'}",-2770561.5719876844,-16.661925126669217,-145523.3134449673,-16.610354234101962,42,30373.755574747454,0.010963032145485368,5,0,0.9397547947809922,0.9372174270841473,0.22122868694858833,2.484086931222522,76.99114680290222,0.015171289443969727,"['no_uptrend_state', 'no_downtrend_state']",ok
15,5m_hmm4,5m,4,2017-09-01 00:00:00+00:00,2019-05-31 20:00:00+00:00,2019-06-01 00:00:00+00:00,2019-07-01 00:00:00+00:00,2019,175042,8567,483,484,56.37912921676199,16.101863641625187,0.6709109850677161,45.0,88.50206611570248,5.0,1335.0,58.88429752066116,41.735537190082646,25.206611570247933,7.231404958677685,1.4462809917355373,2.8925619834710745,4,3,3,47.95144157814871,"{0: 10.878954126298588, 1: 32.68355316913738, 2: 8.486051126415314, 3: 47.95144157814871}","{0: 'Ranging / High-Vol', 1: 'Ranging / Mid-Vol', 2: 'Ranging / Low-Vol', 3: 'Ranging / Low-Vol'}",-2940245.904955861,-16.797373801463998,-154347.91308901596,-18.016565085679463,43,28934.751521850005,0.009840929111772498,5,0,0.939615031605243,0.9376299280395158,0.22379423605654783,2.484918648784741,87.98263621330261,0.02135944366455078,"['no_uptrend_state', 'no_downtrend_state']",ok
16,5m_hmm4,5m,4,2017-09-01 00:00:00+00:00,2019-06-30 20:00:00+00:00,2019-07-01 00:00:00+00:00,2019-08-01 00:00:00+00:00,2019,183609,8928,584,585,65.41218637992833,18.84081998431724,0.7850341660132183,45.0,76.3076923076923,5.0,740.0,59.48717948717949,38.11965811965812,17.77777777777778,4.444444444444445,0.8547008547008548,1.8803418803418803,4,3,3,46.39336917562724,"{0: 13.384856630824373, 1: 6.899641577060931, 2: 46.39336917562724, 3: 33.32213261648745}","{0: 'Ranging / High-Vol', 1: 'Ranging / Low-Vol', 2: 'Ranging / Mid-Vol', 3: 'Ranging / Low-Vol'}",-3099773.920617801,-16.882472649041176,-182050.97931670505,-20.391014708412303,45,27735.81155861495,0.008947688531132316,5,0,0.9400772014026686,0.9375069480140581,0.22519770765157793,2.492046292603662,63.81826591491699,0.02337360382080078,"['no_uptrend_state', 'no_downtrend_state']",ok
17,5m_hmm4,5m,4,2017-09-01 00:00:00+00:00,2019-07-31 20:00:00+00:00,2019-08-01 00:00:00+00:00,2019-09-01 00:00:00+00:00,2019,192537,8785,596,598,67.8429140580535,19.227960120981294,0.8011650050408872,45.0,73.45317725752508,5.0,500.0,60.70234113712375,39.79933110367893,17.558528428093645,4.51505016722408,0.16722408026755853,2.341137123745819,4,3,3,58.61126920887877,"{0: 19.430848036425726, 1: 17.723392145702903, 2: 4.234490608992601, 3: 58.61126920887877}","{0: 'Ranging / Mid-Vol', 1: 'Ranging / Low-Vol', 2: 'Ranging / High-Vol', 3: 'Ranging / Low-Vol'}",-3280034.6446613814,-17.03586658492332,-137919.29735361802,-15.699407780719183,44,25888.6846315898,0.00789280828899978,5,0,0.9392295307234326,0.9368283971282222,0.22287235741146563,2.492408414990413,84.21290302276611,0.019036531448364258,"['no_uptrend_state', 'no_downtrend_state']",ok
18,5m_hmm4,5m,4,2017-09-01 00:00:00+00:00,2019-08-31 20:00:00+00:00,2019-09-01 00:00:00+00:00,2019-10-01 00:00:00+00:00,2019,201322,8640,521,522,60.300925925925924,17.368676930200255,0.7236948720916772,52.5,82.75862068965517,5.0,1185.0,61.68582375478927,42.337164750957854,20.306513409961685,5.363984674329502,1.3409961685823755,4.406130268199234,4,3,3,42.835648148148145,"{0: 42.835648148148145, 1: 41.770833333333336, 2: 12.418981481481481, 3: 2.974537037037037}","{0: 'Ranging / Low-Vol', 1: 'Ranging / Low-Vol', 2: 'Ranging / Mid-Vol', 3: 'Ranging / High-Vol'}",-3441221.032755557,-17.093119642937964,-112337.91099934392,-13.002073032331472,43,24737.32147085201,0.007188530244174291,5,0,0.9382359867522712,0.9364144166187611,0.23487594064602477,2.5000668654188565,74.29678297042847,0.03162264823913574,"['no_uptrend_state', 'no_downtrend_state']",ok
19,5m_hmm4,5m,4,2017-09-01 00:00:00+00:00,2019-09-30 20:00:00+00:00,2019-10-01 00:00:00+00:00,2019-11-01 00:00:00+00:00,2019,209962,8928,543,544,60.81989247311828,17.51809118404839,0.7299204660020163,50.0,82.05882352941177,5.0,590.0,60.29411764705882,42.64705882352941,21.875,7.352941176470589,0.5514705882352942,3.860294117647059,4,3,3,44.903673835125446,"{0: 4.155465949820789, 1: 36.861559139784944, 2: 14.079301075268818, 3: 44.903673835125446}","{0: 'Ranging / High-Vol', 1: 'Ranging / Low-Vol', 2: 'Ranging / Mid-Vol', 3: 'Ranging / Low-Vol'}",-3575884.0550842797,-17.031101128224535,-118459.08076803887,-13.268266215058118,44,26292.540873543825,0.007352738642675074,5,0,0.9376947799070803,0.9364210770149579,0.2503028603081743,2.5039167421550768,86.40726947784424,0.032796382904052734,"['no_uptrend_state', 'no_downtrend_state']",ok
20,5m_hmm4,5m,4,2017-09-01 00:00:00+00:00,2019-10-31 20:00:00+00:00,2019-11-01 00:00:00+00:00,2019-12-01 00:00:00+00:00,2019,218890,8494,509,511,59.92465269602072,16.96863062854497,0.7070262761893737,50.0,83.11154598825831,5.0,1005.0,60.07827788649707,41.878669275929546,21.135029354207436,5.6751467710371815,1.36986301369863,4.500978473581213,4,3,3,46.65646338591947,"{0: 14.904638568401223, 1: 35.15422651283259, 2: 46.65646338591947, 3: 3.2846715328467155}","{0: 'Ranging / Mid-Vol', 1: 'Ranging / Low-Vol', 2: 'Ranging / Low-Vol', 3: 'Ranging / High-Vol'}",-3716139.3848781106,-16.977200351218013,-104600.7345593466,-12.31466147390471,45,27479.803303282242,0.007394718135467241,5,0,0.9373932974778083,0.9363095329635676,0.24467475764450497,2.5156541307418445,91.65257787704468,0.027607440948486328,"['no_uptrend_state', 'no_downtrend_state']",ok
21,5m_hmm4,5m,4,2017-09-01 00:00:00+00:00,2019-11-30 20:00:00+00:00,2019-12-01 00:00:00+00:00,2020-01-01 00:00:00+00:00,2019,227384,8928,482,483,53.98745519713262,15.55012882267279,0.6479220342780329,55.0,92.4223602484472,5.0,1000.0,62.939958592132506,47.4120082815735,23.809523809523807,6.625258799171843,1.4492753623188406,3.3126293995859215,4,3,3,48.700716845878134,"{0: 10.797491039426523, 1: 38.36245519713262, 2: 48.700716845878134, 3: 2.139336917562724}","{0: 'Ranging / Mid-Vol', 1: 'Ranging / Low-Vol', 2: 'Ranging / Low-Vol', 3: 'Ranging / High-Vol'}",-3851779.123549904,-16.93953454750512,-102847.66706465592,-11.519675970503576,44,27683.9435684341,0.007187313363628137,5,0,0.9368834201237554,0.9357874304278417,0.23710817722986707,2.525467079467238,104.82754611968994,0.024559497833251953,"['no_uptrend_state', 'no_downtrend_state']",ok
22,5m_hmm4,5m,4,2017-09-01 00:00:00+00:00,2019-12-31 20:00:00+00:00,2020-01-01 00:00:00+00:00,2020-02-01 00:00:00+00:00,2020,236312,8928,562,563,62.94802867383513,18.13106306709981,0.7554609611291586,45.0,79.28952042628775,5.0,515.0,57.19360568383659,42.273534635879216,20.781527531083483,6.571936056838366,0.3552397868561279,3.374777975133215,4,3,3,48.14068100358423,"{0: 17.215501792114697, 1: 48.14068100358423, 2: 32.34767025089606, 3: 2.2961469534050183}","{0: 'Ranging / Mid-Vol', 1: 'Ranging / Low-Vol', 2: 'Ranging / Low-Vol', 3: 'Ranging / High-Vol'}",-3990077.0616905624,-16.884783936873973,-122752.51098417837,-13.749161176543277,44,28448.06601778511,0.007129703406212385,5,0,0.9369514085817395,0.9355168988217277,0.2311030028191854,2.5387409873299274,125.55296492576599,0.016085147857666016,"['no_uptrend_state', 'no_downtrend_state']",ok
23,5m_hmm4,5m,4,2017-09-01 00:00:00+00:00,2020-01-31 20:00:00+00:00,2020-02-01 00:00:00+00:00,2020-03-01 00:00:00+00:00,2020,245240,8176,521,523,63.72309197651664,17.9676685426895,0.7486528559453957,45.0,78.16443594646272,5.0,620.0,57.55258126195029,40.72657743785851,19.50286806883365,5.544933078393881,0.5736137667304015,4.97131931166348,4,3,3,54.80675146771037,"{0: 28.962818003913892, 1: 54.80675146771037, 2: 1.944716242661448, 3: 14.285714285714285}","{0: 'Ranging / Low-Vol', 1: 'Ranging / Low-Vol', 2: 'Ranging / High-Vol', 3: 'Ranging / Mid-Vol'}",-4144247.452090515,-16.8987418532479,-111754.47182728906,-13.668599783181147,43,27248.75384845957,0.006575078868592722,5,0,0.9365459060957968,0.9350431847796605,0.23754602121586607,2.552770409856993,122.84375524520874,0.0197293758392334,"['no_uptrend_state', 'no_downtrend_state']",ok
24,5m_hmm4,5m,4,2017-09-01 00:00:00+00:00,2020-02-29 20:00:00+00:00,2020-03-01 00:00:00+00:00,2020-04-01 00:00:00+00:00,2020,253416,8856,501,502,56.57181571815718,16.163100705724208,0.6734625294051753,50.0,88.20717131474103,5.0,1895.0,60.95617529880478,42.82868525896414,23.904382470119522,6.374501992031872,0.5976095617529881,2.3904382470119523,4,3,3,38.97922312556459,"{0: 9.033423667570009, 1: 23.543360433604335, 2: 38.97922312556459, 3: 28.44399277326107}","{0: 'Ranging / Low-Vol', 1: 'Ranging / High-Vol', 2: 'Ranging / Mid-Vol', 3: 'Ranging / Low-Vol'}",-4286705.274501097,-16.915685175762768,-209576.92391456582,-23.664964308329473,43,46752.79338973574,0.010906463214963386,5,0,0.9362147490893916,0.9350901753789367,0.23899510128006426,2.56281425899039,104.83822107315063,0.02503204345703125,"['no_uptrend_state', 'no_downtrend_state']",ok
25,5m_hmm4,5m,4,2017-09-01 00:00:00+00:00,2020-03-31 20:00:00+00:00,2020-04-01 00:00:00+00:00,2020-05-01 00:00:00+00:00,2020,262272,8563,577,579,67.38292654443536,19.235559671258248,0.8014816529690936,45.0,73.94645941278065,5.0,590.0,58.549222797927456,39.72366148531952,18.307426597582037,4.317789291882556,0.3454231433506045,3.1088082901554404,4,3,3,50.332827280158824,"{0: 4.8581104753007125, 1: 22.620576900618943, 2: 22.188485343921524, 3: 50.332827280158824}","{0: 'Ranging / High-Vol', 1: 'Ranging / Mid-Vol', 2: 'Ranging / Low-Vol', 3: 'Ranging / Low-Vol'}",-4376471.4397249045,-16.68676579934154,-136403.69001836792,-15.929427772786164,44,31603.892565366812,0.007221318132800009,5,0,0.9364450283868258,0.9355442755912644,0.2382205599890015,2.58218238515461,101.50674676895142,0.01569533348083496,"['no_uptrend_state', 'no_downtrend_state']",ok
26,5m_hmm4,5m,4,2017-09-01 00:00:00+00:00,2020-04-30 20:00:00+00:00,2020-05-01 00:00:00+00:00,2020-06-01 00:00:00+00:00,2020,270835,8928,641,642,71.79659498207886,20.67973563347149,0.8616556513946454,45.0,69.53271028037383,5.0,615.0,57.943925233644855,38.47352024922118,17.91277258566978,3.4267912772585665,0.1557632398753894,2.336448598130841,4,3,3,55.096326164874554,"{0: 13.508064516129032, 1: 55.096326164874554, 2: 4.155465949820789, 3: 27.24014336917563}","{0: 'Ranging / Low-Vol', 1: 'Ranging / Low-Vol', 2: 'Ranging / High-Vol', 3: 'Ranging / Mid-Vol'}",-4532312.072816077,-16.73458774831937,-151190.11392355448,-16.934376559537913,43,30222.391536941752,0.006668206216030392,5,0,0.9362316907281021,0.93521609700875,0.23034456720929422,2.5904411991890512,101.44949507713318,0.02156805992126465,"['no_uptrend_state', 'no_downtrend_state']",ok
27,5m_hmm4,5m,4,2017-09-01 00:00:00+00:00,2020-05-31 20:00:00+00:00,2020-06-01 00:00:00+00:00,2020-07-01 00:00:00+00:00,2020,279763,8551,538,539,62.91661793942228,17.935409190878573,0.7473087162866072,45.0,79.32282003710576,5.0,1130.0,57.14285714285714,40.816326530612244,19.29499072356215,5.009276437847866,1.2987012987012987,5.009276437847866,4,2,2,59.361478189685414,"{0: 32.28862121389311, 1: 1.6138463337621332, 2: 59.361478189685414, 3: 6.736054262659338}","{0: 'Ranging / Low-Vol', 1: 'Ranging / High-Vol', 2: 'Ranging / Low-Vol', 3: 'Ranging / High-Vol'}",-4700554.587961317,-16.801916579252143,-97290.57801125187,-11.377684248772292,43,28274.899208894,0.006015226220605841,5,0,0.9359229270201772,0.9343610349911655,0.23020590880623445,2.612309930697551,107.40650057792664,0.0077724456787109375,"['no_uptrend_state', 'no_downtrend_state']",ok
28,5m_hmm4,5m,4,2017-09-01 00:00:00+00:00,2020-06-30 20:00:00+00:00,2020-07-01 00:00:00+00:00,2020-08-01 00:00:00+00:00,2020,288314,8928,311,312,34.834229390681,10.033381875210036,0.4180575781337515,57.5,143.07692307692307,5.0,1850.0,63.141025641025635,45.51282051282051,28.205128205128204,18.58974358974359,8.012820512820513,5.769230769230769,4,2,2,70.21729390681004,"{0: 6.888440860215053, 1: 70.21729390681004, 2: 21.740591397849464, 3: 1.153673835125448}","{0: 'Ranging / High-Vol', 1: 'Ranging / Low-Vol', 2: 'Ranging / Low-Vol', 3: 'Ranging / High-Vol'}",-4826877.985139602,-16.741739857029494,-87489.90628717506,-9.799496671950612,45,29590.828689552844,0.006130428152659638,5,0,0.9362332307820227,0.9343636376207474,0.2298209074222105,2.6193825187295,119.55269956588745,0.01968073844909668,"['no_uptrend_state', 'no_downtrend_state']",ok
